"","logFC","logCPM","F","PValue","FDR","woundCtrl","phyB.D_Avg_CPM","phyB.R_Avg_CPM","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA08002721",-2.17456840788509,2.52984521773716,19.0684423049986,0.000221394409366931,0.000627656340676421,FALSE,"14.089031"," 3.107743","BraA08002721","AT1G30330","ARF6","auxin response factor 6","YES","YES"
"BraA10002230",-1.10734455275882,3.77260222891777,19.0664782408891,0.000221519196884917,0.000627783968125421,FALSE,"23.037017","10.684496","BraA10002230","AT5G14390","AT5G14390","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA06001995",-1.57263008561048,2.80072978220908,18.9583927860108,0.000228506051223321,0.000646072435109587,FALSE,"12.938564"," 4.365814","BraA06001995","AT1G18260","EBS5","HCP-like superfamily protein","-","-"
"BraA06002696",-1.85284775917804,2.48040767041116,18.9506456806845,0.000229015983568625,0.000647281663022115,FALSE,"10.141212"," 2.807596","BraA06002696","AT2G42940","AT2G42940","Putative AT-hook DNA-binding family protein","-","-"
"BraA05003080",-1.6922705279466,3.46591025622849,18.9400369930272,0.000229716284733281,0.000648678565070298,FALSE,"10.272865"," 3.167908","BraA05003080","AT3G19660","AT3G19660","hypothetical protein","-","-"
"BraA07002737",-1.37156173983995,3.09616564374808,18.9308070402294,0.000230327471458628,0.000650171162259469,FALSE,"17.853979"," 6.873415","BraA07002737","AT1G72820","AT1G72820","Mitochondrial substrate carrier family protein","-","-"
"BraA05004579",-1.77738725376186,4.13797891327018,18.9083923593224,0.000231819111337147,0.000654147151747345,FALSE,"42.208009","12.306034","BraA05004579","AT3G03310","LCAT3","lecithin:cholesterol acyltransferase 3","-","-"
"BraA03001795",-1.07710489579492,3.54282784265498,18.9074867146896,0.00023187960053622,0.000654200557884945,FALSE,"18.942354"," 8.990988","BraA03001795","AT2G32000","AT2G32000","DNA topoisomerase, type IA, core","-","-"
"BraA07000034",-1.32780135518033,2.80217414313101,18.9009731110918,0.000232315159779332,0.000655311938158905,FALSE,"11.393740"," 4.515964","BraA07000034","AT2G20470","AT2G20470","AGC (cAMP-dependent, cGMP-dependent and protein kinase C) kinase family protein","-","-"
"BraA03002002",-1.50741102472457,4.15646096364684,18.9002189388341,0.000232365648215026,0.000655336911468287,FALSE,"31.081046","10.915938","BraA03002002","AT2G36410","AT2G36410","transcriptional activator (DUF662)","-","-"
"BraA06001608",-1.68050690508823,6.10801900569688,18.8617926124886,0.000234954011994402,0.000662162246874106,FALSE,"126.84884"," 39.62464","BraA06001608","AT1G14200","AT1G14200","RING/U-box superfamily protein","-","-"
"BraA09005814",-3.03285585744867,1.95657415784662,18.8550395790518,0.000235412128196036,0.000663215839950887,FALSE,"12.6961950"," 1.5410374","BraA09005814","AT2G22420","AT2G22420","Peroxidase superfamily protein","-","-"
"BraA02003338",-1.07672659651498,4.87633417720462,18.8500381128309,0.000235752048014763,0.000664054623434568,FALSE,"53.83608","25.50993","BraA02003338","AT2G01490","PAHX","phytanoyl-CoA dioxygenase (PhyH) family protein","-","-"
"BraA02001927",-3.68179682285219,2.41484807809511,18.8127272643973,0.000238304787229429,0.000670405245932299,FALSE,"14.8854478"," 1.1701235","BraA02001927","AT1G67330","AT1G67330","glucuronoxylan 4-O-methyltransferase-like protein (DUF579)","-","-"
"BraA07001485",-1.71463120045058,2.38702244207904,18.7824872427139,0.000240395858839441,0.000675563438338297,FALSE,"9.663318","2.935578","BraA07001485","AT1G21750","PDIL1-1","PDI-like 1-1","-","-"
"BraA09004303",-1.03748517086548,3.56509082428903,18.7804354487396,0.000240538461309761,0.000675843516782513,FALSE,"20.867621","10.182592","BraA09004303","AT1G22870","AT1G22870","kinase family with ARM repeat domain-containing protein","-","-"
"BraA06004883",-1.16422898338158,5.90139960549809,18.7512307546971,0.000242578253690066,0.000680481502955202,FALSE,"72.82651","32.49589","BraA06004883","AT5G43600","UAH","ureidoglycolate amidohydrolase","-","-"
"BraA03002726",-3.07787021370024,1.95072488542053,18.7404690364673,0.000243334649289353,0.00068236012467743,FALSE," 9.1934267"," 1.0707868","BraA03002726","AT2G24150","HHP3","heptahelical protein 3","-","-"
"BraA07000784",-1.00518717708822,3.68053392552897,18.7243344817653,0.000244473498884809,0.00068494355152134,FALSE,"19.904671"," 9.915466","BraA07000784","AT3G45580","AT3G45580","RING/U-box protein with C6HC-type zinc finger","-","-"
"BraA01002488",-1.54797615231789,2.65568077841751,18.7127178062576,0.000245297052652959,0.000686884114705138,FALSE,"14.657083"," 4.997498","BraA01002488","AT3G27330","AT3G27330","zinc finger (C3HC4-type RING finger) family protein","-","-"
"BraA04001377",-1.2944706025607,4.03238471718116,18.6957196777617,0.000246507573710209,0.000689799308821984,FALSE,"35.263884","14.358526","BraA04001377","AT5G41620","AT5G41620","intracellular protein transporter USO1-like protein","-","-"
"BraA09001289",-5.32963211559124,5.73152092007886,18.6813296087791,0.000247537451504722,0.000692172586016047,TRUE,"179.631724","  4.442859","BraA09001289","AT2G19800","MIOX2","myo-inositol oxygenase 2","-","-"
"BraA06001367",-1.39871545306493,2.85899620669912,18.6778625327512,0.000247786285865535,0.000692745317854977,FALSE,"12.686269"," 4.824565","BraA06001367","AT1G10210","MPK1","mitogen-activated protein kinase 1","-","-"
"BraA08001515",-2.41122207516323,6.38365483832148,18.6693394457396,0.000248399153108979,0.000694088881579146,FALSE,"146.21581"," 27.48331","BraA08001515","AT5G53450","ORG1","OBP3-responsive protein 1","-","-"
"BraA08002374",-1.25915501896189,4.83738393391286,18.6667727223521,0.000248584041299493,0.000694482216906996,FALSE,"47.69071","19.92409","BraA08002374","AT4G37260","MYB73","myb domain protein 73","YES","-"
"BraA09000652",-1.2515938767586,4.35546276460958,18.6548066537074,0.000249447972104351,0.000696524938960881,FALSE,"39.47424","16.57599","BraA09000652","AT5G24590","TIP","TCV-interacting protein","YES","-"
"BraA09006387",-1.42824442192142,3.43750122693213,18.6498629855372,0.000249805851727453,0.000697199670546144,FALSE,"22.893551"," 8.508667","BraA09006387","AT1G13790","FDM4","XH/XS domain-containing protein","-","-"
"BraA01002540",-1.27217295285006,3.72152479119091,18.6496332051105,0.000249822499484133,0.000697199670546144,FALSE,"18.631197"," 7.700653","BraA01002540","AT3G24495","MSH7","MUTS homolog 7","-","-"
"BraA03003557",-1.45607062632266,3.12921104824567,18.6428634204189,0.000250313518243119,0.000698198613706662,FALSE,"16.032890"," 5.817012","BraA03003557","AT3G07565","AT3G07565","histone H2A deubiquitinase (DUF3755)","-","-"
"BraA03003743",-1.52993197162247,4.17672017649134,18.6279040689825,0.000251402268103244,0.000700366672556649,FALSE,"29.74353","10.31345","BraA03003743","AT3G11580","AT3G11580","AP2/B3-like transcriptional factor family protein","YES","-"
"BraA09000741",-2.94286476590139,6.35626777344225,18.6262505699175,0.0002515229270912,0.000700578813026984,FALSE,"193.41848"," 25.09011","BraA09000741","AT5G61380","TOC1","CCT motif -containing response regulator protein","-","-"
"BraA03006265",-2.66777658509602,2.5823021171697,18.5922771252233,0.000254016057117704,0.000706772624895292,FALSE,"25.204881"," 3.974189","BraA03006265","AT4G34030","MCCB","3-methylcrotonyl-CoA carboxylase","-","-"
"BraA06001862",-1.69025460648841,3.6671526871298,18.589648821958,0.000254210053705769,0.000707062421864075,FALSE,"28.949552"," 8.957978","BraA06001862","AT1G16860","AT1G16860","Ubiquitin-specific protease family C19-related protein","-","-"
"BraA05003894",-1.11837954970064,7.11787545691361,18.5666973255498,0.000255910995249986,0.000711328784926757,FALSE,"224.7991","103.5419","BraA05003894","AT3G12120","FAD2","fatty acid desaturase 2","-","-"
"BraA03004927",-1.07694897723461,4.03653665026394,18.5551191465932,0.000256773761018334,0.000713059103463053,FALSE,"25.02656","11.89610","BraA03004927","AT4G15475","AT4G15475","F-box/RNI-like superfamily protein","-","-"
"BraA02001315",-1.4216491387547,4.54547759824436,18.5326391855887,0.000258457956897007,0.000717356417132584,FALSE,"57.25777","21.34135","BraA02001315","AT5G57660","COL5","CONSTANS-like 5","YES","YES"
"BraA07001862",-1.84989479312263,4.40221691141702,18.5216667616712,0.000259284378915038,0.000719523294097796,FALSE,"61.403511","17.072301","BraA07001862","AT2G28200","AT2G28200","C2H2-type zinc finger family protein","YES","-"
"BraA10001797",-1.2404121483896,6.20589045869037,18.5204923513582,0.00025937300374568,0.00071964235483113,FALSE,"119.36174"," 50.53125","BraA10001797","AT5G19860","AT5G19860","transmembrane protein, putative (Protein of unknown function, DUF538)","-","-"
"BraA07003350",-1.06617975270617,5.92639539172942,18.5103869131985,0.0002601369588206,0.000721507617944713,FALSE,"82.86930","39.58421","BraA07003350","AT1G70100","AT1G70100","neurofilament heavy protein","-","-"
"BraA01001059",-2.28543176886448,2.88589000363051,18.5085565982692,0.000260275589870441,0.000721663628885935,FALSE,"17.532810"," 3.576549","BraA01001059","AT4G18422","AT4G18422","transmembrane protein","-","-"
"BraA08000012",-1.22696667713437,3.53730698048138,18.5084336369604,0.000260284906047361,0.000721663628885935,FALSE,"22.315109"," 9.550010","BraA08000012","AT1G56090","AT1G56090","Tetratricopeptide repeat (TPR)-like superfamily protein","-","-"
"BraA10002906",-1.63658969705389,5.95490858793969,18.4888609291837,0.000261772478084799,0.000725277029581892,FALSE,"157.55110"," 50.63459","BraA10002906","AT5G09620","AT5G09620","Octicosapeptide/Phox/Bem1p family protein","-","-"
"BraA01001152",-1.95360170579177,3.46248226469029,18.4112638195356,0.000267761891249629,0.000740177760496867,FALSE,"16.923526"," 4.365010","BraA01001152","AT4G19390","AT4G19390","Uncharacterized protein family (UPF0114)","-","-"
"BraA08000284",-1.02568017177958,6.41870622761669,18.3921827241184,0.00026925745865224,0.000743789469846658,FALSE,"147.19325"," 72.29636","BraA08000284","AT2G31670","AT2G31670","Stress responsive alpha-beta barrel domain protein","-","-"
"BraA05000724",-1.40915220239468,4.12884364457507,18.3891276020226,0.000269497762187603,0.000744322649031914,FALSE,"28.49997","10.71221","BraA05000724","AT2G40410","AtCaN2","Ca(2 )-dependent nuclease family protein","-","-"
"BraA03005179",-2.01480275495892,2.85578440517734,18.3769849533969,0.000270455167236908,0.000746442983045579,FALSE,"18.253478"," 4.486214","BraA03005179","AT4G18890","BEH3","BES1/BZR1 homolog 3","YES","-"
"BraA01000478",-2.02084382926324,1.89583896901955,18.3741098364925,0.000270682402489205,0.000746939168159201,FALSE," 7.6318129"," 1.8590413","BraA01000478","AT4G33625","AT4G33625","vacuole protein","-","-"
"BraA06004879",-1.11068795811383,3.46317993550771,18.3631760739468,0.000271548456265088,0.000748970625149262,FALSE,"17.515569"," 8.098469","BraA06004879","AT5G43670","AT5G43670","Sec23/Sec24 protein transport family protein","-","-"
"BraA03000209",-3.61737391392473,3.16173713172654,18.3497391504543,0.000272616922257071,0.00075092117921948,FALSE,"17.5967439"," 1.4387117","BraA03000209","AT5G05110","AT5G05110","Cystatin/monellin family protein","-","-"
"BraA02003033",-3.14774921502733,4.74719771334689,18.3493212631603,0.000272650224856374,0.00075092117921948,FALSE,"75.877378"," 8.591012","BraA02003033","AT4G12580","AT4G12580","hypothetical protein","-","-"
"BraA10002306",-1.22521507618983,4.32144319108857,18.3445910693241,0.000273027496472915,0.000751828690427517,FALSE,"36.93842","15.81408","BraA10002306","AT5G13310","AT5G13310","hypothetical protein","-","-"
"BraA10001344",-1.00974272149378,7.09875013157079,18.277031149201,0.00027847851393896,0.000765366127012263,FALSE,"217.74717","108.15488","BraA10001344","AT5G58020","AT5G58020","RTF2 RING-finger protein","-","-"
"BraA10002576",-1.44242254267932,6.55843180084363,18.2629421861202,0.000279630153611562,0.000767994873119175,FALSE,"134.28923"," 49.42433","BraA10002576","AT5G05090","AT5G05090","Homeodomain-like superfamily protein","YES","-"
"BraA08003170",-1.42543198416423,4.6317569718655,18.2501656917268,0.000280679000785988,0.00077049681227902,FALSE,"35.60860","13.22235","BraA08003170","AT1G20840","TMT1","tonoplast monosaccharide transporter1","-","-"
"BraA06003167",-1.89427232886777,2.14810432324534,18.2494615924174,0.000280736926202044,0.00077049681227902,FALSE,"11.104835"," 2.995602","BraA06003167","AT5G64010","AT5G64010","U2 small nuclear ribonucleoprotein auxiliary factor-like protein","-","-"
"BraA05001532",-1.95665208120112,6.55853505914658,18.212459925271,0.000283799422609149,0.000777952440241729,FALSE,"231.54522"," 59.66351","BraA05001532","AT2G30360","SIP4","SOS3-interacting protein 4","-","-"
"BraA10002715",-1.23632434593966,3.90359834720303,18.1989340190808,0.000284927987005568,0.000780638209829006,FALSE,"24.468746","10.366845","BraA10002715","AT5G06710","HAT14","homeobox leucine zipper protein","YES","-"
"BraA10000998",-2.42754442542342,1.89888605394598,18.1918717417853,0.000285519187189593,0.000781713690444285,FALSE,"10.2470242"," 1.8923689","BraA10000998","AT1G04870","PRMT10","protein arginine methyltransferase 10","-","-"
"BraA09006353",-6.12642691341255,4.22277174306147,18.1715983240278,0.000287223765192061,0.000785970456210542,FALSE,"31.2946656"," 0.4155252","BraA09006353","AT1G13520","AT1G13520","hypothetical protein (DUF1262)","-","-"
"BraA08000445",-1.61840412239161,2.98260930012484,18.1706360708131,0.000287304946206436,0.000786055945296246,FALSE,"13.778733"," 4.491253","BraA08000445","AT3G62210","EDA32","Putative endonuclease or glycosyl hydrolase","-","-"
"BraA02004151",-1.24281897521653,4.43386280731715,18.1438099682491,0.000289578243499358,0.000791587626377197,FALSE,"45.93501","19.39447","BraA02004151","AT5G24800","BZIP9","basic leucine zipper 9","YES","-"
"BraA04003120",-1.60782620116801,4.06026737733615,18.1407398252545,0.000289839661385779,0.000792027130245167,FALSE,"33.717894","11.048443","BraA04003120","AT2G43430","GLX2-1","glyoxalase 2-1","-","-"
"BraA07000692",-1.43295774696525,4.0685161195633,18.135484740834,0.000290287720843636,0.000793113821572439,FALSE,"26.045092"," 9.675960","BraA07000692","AT2G04220","AT2G04220","DUF868 family protein (DUF868)","-","-"
"BraA05003075",-2.07355076896508,3.04650491908681,18.1141177031656,0.000292117310832388,0.000797420477367635,FALSE,"11.600273"," 2.738544","BraA05003075","AT3G19680","AT3G19680","hypothetical protein (DUF1005)","-","-"
"BraA05004021",-1.10163328111342,4.49404851969813,18.110955519794,0.00029238914446839,0.000797747466446952,FALSE,"38.45489","17.90632","BraA05004021","AT3G10680","AT3G10680","HSP20-like chaperones superfamily protein","-","-"
"BraA08003360",-1.20044731271924,6.25326360560889,18.0778456736831,0.000295252014155897,0.000804860876829549,FALSE,"114.39625"," 49.77163","BraA08003360","AT1G17080","AT1G17080","Ribosomal protein L18ae family","-","-"
"BraA05004593",-2.07968653630586,3.61067789240911,18.0760510574525,0.000295408057700482,0.00080514681007889,FALSE,"24.593443"," 5.804696","BraA05004593","AT3G03150","AT3G03150","hypothetical protein","-","-"
"BraA02001229",-1.02817216459338,7.79808008858977,18.0544049816187,0.000297297302461412,0.000809735168842814,FALSE,"381.0147","186.8440","BraA02001229","AT5G58950","AT5G58950","Protein kinase superfamily protein","-","-"
"BraA01002288",-1.11804431519924,3.92906527362952,18.0314745414712,0.000299313022035211,0.000814745086228005,FALSE,"27.461494","12.637323","BraA01002288","AT4G15570","MAA3","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA02000692",-1.82902728408727,9.68777572169824,18.029585546063,0.000299479738758179,0.000814745086228005,FALSE,"1439.8190"," 405.2990","BraA02000692","AT5G16030","AT5G16030","mental retardation GTPase activating protein","-","-"
"BraA05002781",-2.3087731398203,4.83945203703709,18.0183015007601,0.000300477743544265,0.000817266231793112,FALSE,"72.020502","14.578003","BraA05002781","AT5G40450","AT5G40450","A-kinase anchor-like protein","-","-"
"BraA06000837",-2.30077001759277,2.19807273395768,18.0077637767067,0.000301413015252724,0.000819526837118305,FALSE," 7.084364"," 1.425219","BraA06000837","AT1G52540","AT1G52540","Protein kinase superfamily protein","-","-"
"BraA02004041",-1.44912513091997,5.3946469105906,18.0064033711707,0.000301533988641924,0.000819565739969926,FALSE,"61.59131","22.55511","BraA02004041","AT4G00100","RPS13A","ribosomal protein S13A","-","YES"
"BraA09000425",-1.70059219775638,3.17398910756293,18.0063353283872,0.000301540040702489,0.000819565739969926,FALSE,"15.607795"," 4.788682","BraA09000425","AT1G65520","ECI1","delta(3), delta(2)-enoyl CoA isomerase 1","-","-"
"BraA01000927",-2.61791425221008,2.25939097612714,18.0032330944528,0.000301816109374875,0.00081991466371428,FALSE,"7.643260","1.237847","BraA01000927","AT4G28890","AT4G28890","RING/U-box superfamily protein","-","-"
"BraA10001538",-1.63637678974673,3.01003866956231,17.9955512627127,0.000302500904336532,0.000821633172434342,FALSE,"12.687103"," 4.080774","BraA10001538","AT5G60300","LecRK-I.9","Concanavalin A-like lectin protein kinase family protein","-","-"
"BraA05000828",-1.59978979336549,4.22710980426687,17.9372780330685,0.000307751152808047,0.000834597371674477,FALSE,"30.294139"," 9.958742","BraA05000828","AT2G39130","AT2G39130","Transmembrane amino acid transporter family protein","-","-"
