"","logFC","logCPM","F","PValue","FDR","woundCtrl","WT.P_Avg_CPM","WT.D_Avg_CPM","Gene_ID","A._thaliana_best_hit","Symbol","Description","TF","Leaf_development"
"BraA06002916",1.04197387509667,4.65570950526863,21.3432941855467,0.000117408612225443,0.000307387151767875,FALSE,"19.71018","40.57631","BraA06002916","AT3G49590","ATG13","Autophagy-related protein 13","-","-"
"BraA03004932",2.72531563624673,7.37983749526749,21.3413309973456,0.00011747111261027,0.000307499636202504,FALSE," 88.56427","586.74172","BraA03004932","AT4G15530","PPDK","pyruvate orthophosphate dikinase","-","-"
"BraA06003499",1.11351155760357,2.49887914912424,21.3240044276417,0.000118024297894582,0.000308793625143073,FALSE,"3.573434","7.706793","BraA06003499","AT2G17200","DSK2","ubiquitin family protein","-","-"
"BraA06002944",1.03046803577904,4.43989058413361,21.310477616115,0.000118458140342617,0.000309877202757652,FALSE,"16.73087","34.39808","BraA06002944","AT5G61920","AT5G61920","FLX-like protein","-","-"
"BraA05002270",1.05586137996708,5.76605627816742,21.281666178704,0.000119388003847504,0.000312154016704271,FALSE,"47.43992","98.40393","BraA05002270","AT2G32260","CCT1","phosphorylcholine cytidylyltransferase","-","-"
"BraA05004189",2.2577435501028,6.47058433549552,21.2602439220249,0.00012008454029631,0.000313818805290375,FALSE," 38.43613","184.45361","BraA05004189","AT3G08720","S6K2","serine/threonine protein kinase 2","-","YES"
"BraA09002674",1.13646703546162,3.51185450521614,21.2517516187229,0.000120361888212402,0.000314491387859097,FALSE," 8.725786","18.987830","BraA09002674","AT4G11670","AT4G11670","DNA topoisomerase 4 subunit B (DUF810)","-","-"
"BraA07003991",1.46634057308112,7.78096779487594,21.2328331742878,0.000120982252177527,0.000315850165744615,FALSE,"138.1749","382.0111","BraA07003991","AT1G78080","RAP2.4","related to AP2 4","YES","-"
"BraA05003950",4.01277640430423,1.73504956222392,21.2319873620163,0.000121010068825765,0.000315870395243374,FALSE," 0.8216119","11.1213306","BraA05003950","AT3G11570","TBL8","TRICHOME BIREFRINGENCE-LIKE 8","-","-"
"BraA03004557",3.41194174702094,10.0724238074078,21.212679899229,0.000121646940995717,0.000317381692104801,FALSE," 331.9623","3534.8873","BraA03004557","AT2G15960","AT2G15960","stress-induced protein","-","-"
"BraA02004023",1.05033081769681,6.23937490076815,21.1992323890215,0.00012209267425806,0.00031837950510634,FALSE," 54.03077","111.75115","BraA02004023","AT5G27470","AT5G27470","seryl-tRNA synthetase / serine-tRNA ligase","-","-"
"BraA08002676",1.20235375673707,3.27174611873056,21.1872982665103,0.000122489734519924,0.000319058889545232,FALSE," 6.680338","15.391848","BraA08002676","AT4G38640","AT4G38640","Plasma-membrane choline transporter family protein","-","-"
"BraA09005694",1.6442054849931,2.91170181114157,21.1846653022943,0.000122577525117959,0.00031922075535352,FALSE," 4.312255","13.588112","BraA09005694","AT2G24260","LRL1","LJRHL1-like 1","YES","-"
"BraA03004263",1.11473732749817,4.81353953520035,21.1644894188789,0.000123252525968475,0.000320617729471277,FALSE,"17.90131","38.78141","BraA03004263","AT3G21760","HYR1","UDP-Glycosyltransferase superfamily protein","-","-"
"BraA01002005",1.07115810653509,5.97267332040632,21.15810254852,0.000123467046753174,0.000321112246512716,FALSE," 48.65718","102.48509","BraA01002005","AT1G56460","AT1G56460","HIT zinc finger and PAPA-1-like domain-containing protein","-","-"
"BraA01000646",1.83483718712087,2.31394715795894,21.1073778361077,0.000125185287620052,0.000325258571663853,FALSE,"2.762963","9.855775","BraA01000646","AT4G32050","AT4G32050","neurochondrin family protein","-","-"
"BraA08001131",1.31585778190867,6.73437012877456,21.0981429612963,0.000125500901579168,0.000325917206872811,FALSE," 76.51300","190.75323","BraA08001131","AT4G14430","IBR10","indole-3-butyric acid response 10","-","-"
"BraA01002148",1.71992818798667,4.35924973499718,21.0949319534464,0.000125610844951439,0.000326148911173812,FALSE,"14.44955","47.79883","BraA01002148","AT4G16790","AT4G16790","hydroxyproline-rich glycoprotein family protein","-","-"
"BraA05004688",1.15681665777986,4.37310155348376,21.0730728005587,0.000126362085377611,0.000327844008477896,FALSE,"14.69309","32.97752","BraA05004688","AT3G01170","AT3G01170","Ribosomal protein L34e superfamily protein","-","-"
"BraA06000794",1.40579559837686,5.63542201702547,21.0729062751637,0.000126367827155997,0.000327844008477896,FALSE,"37.21466","98.76250","BraA06000794","AT1G53110","AT1G53110","proton pump-interactor","-","-"
"BraA03005965",1.06739466341978,4.16292192719824,21.0352863373215,0.000127672271215708,0.000330972652491553,FALSE,"14.30266","29.90572","BraA03005965","AT4G30520","SARK","Leucine-rich repeat protein kinase family protein","-","YES"
"BraA01001785",2.8801138055368,2.47744406596762,20.992655533745,0.000129168214969509,0.000334434691613861,FALSE," 2.743018","20.012013","BraA01001785","AT4G26140","BGAL12","beta-galactosidase 12","-","-"
"BraA07002150",1.21457890908302,2.76431768697993,20.9859910725124,0.000129403796042075,0.000334947500362154,FALSE," 5.002523","11.494785","BraA07002150","AT3G58500","PP2A-4","protein phosphatase 2A-4","-","-"
"BraA08000836",1.74365803255391,5.69299984154565,20.9767927375422,0.000129729715655918,0.00033573589681423,FALSE," 29.77883","100.01122","BraA08000836","AT1G32700","AT1G32700","PLATZ transcription factor family protein","-","-"
"BraA10001901",2.04204902321666,5.90807157726709,20.9692570681144,0.000129997389220747,0.000336318031941907,FALSE," 36.96247","152.33511","BraA10001901","AT5G18600","AT5G18600","Thioredoxin superfamily protein","-","-"
"BraA01003716",1.01846186687218,2.82650300600863,20.9617063202092,0.000130266201838998,0.000336847382445511,FALSE," 5.427340","10.935454","BraA01003716","AT3G18770","AT3G18770","Autophagy-related protein 13","-","-"
"BraA09004611",1.08094614650738,3.29563866498653,20.9591416488734,0.000130357643865507,0.000337028468206813,FALSE," 8.352456","17.741984","BraA09004611","AT3G51990","AT3G51990","Protein kinase superfamily protein","-","-"
"BraA06002136",1.01278677724028,3.69919340865135,20.9425739613787,0.000130950043378787,0.000338393315183403,FALSE," 9.119854","18.495316","BraA06002136","AT1G19700","BEL10","BEL1-like homeodomain 10","YES","-"
"BraA01002153",1.31815173085929,4.20994195094373,20.9415204613493,0.000130987811687872,0.000338435350618368,FALSE,"11.23727","28.14039","BraA01002153","AT4G16760","ACX1","acyl-CoA oxidase 1","-","YES"
"BraA10003171",1.50860181771123,3.74178511005129,20.9195898147142,0.00013177673258583,0.000340194484320316,FALSE," 7.391174","21.203240","BraA10003171","AT5G01220","SQD2","sulfoquinovosyldiacylglycerol 2","-","-"
"BraA06001586",1.64809090232133,5.74525812427327,20.9087851108423,0.00013216731668803,0.000341090927147005,FALSE," 36.33764","113.96796","BraA06001586","AT1G13990","AT1G13990","plant/protein","-","-"
"BraA06003390",1.01544414240075,4.42876175622374,20.8906698198406,0.000132825006736476,0.000342507471499366,FALSE,"16.08745","32.42938","BraA06003390","AT5G67470","FH6","formin homolog 6","-","-"
"BraA01003138",1.0624945692288,2.94673604649844,20.8764720054944,0.000133342961427907,0.000343561665227576,FALSE," 4.310744"," 9.033378","BraA01003138","AT3G05930","GLP8","germin-like protein 8","-","-"
"BraA03000962",1.59911310199577,3.04229697324798,20.8649668215971,0.00013376429919885,0.000344590846053994,FALSE," 5.034134","15.595977","BraA03000962","AT5G19330","ARIA","ARM repeat protein interacting with ABF2","-","-"
"BraA07003862",1.19887691110461,3.90861320372287,20.8596300844882,0.000133960230955384,0.000345039115568278,FALSE," 8.870669","20.445919","BraA07003862","AT1G76350","AT1G76350","Plant regulator RWP-RK family protein","YES","-"
"BraA03003958",2.65681023244229,1.72089313192692,20.8586846495104,0.000133994974023086,0.000345072135327778,FALSE," 1.0619280"," 6.9568576","BraA03003958","AT3G22345","AT3G22345","F-box/kelch-repeat protein","-","-"
"BraA06004678",1.92178305492448,5.31671570278984,20.8199914481698,0.000135425335672391,0.000348413661896606,FALSE," 26.679468","101.449694","BraA06004678","AT4G17900","AT4G17900","PLATZ transcription factor family protein","-","-"
"BraA06004443",1.10004344318794,3.69371678253332,20.8143778302918,0.000135634230629322,0.000348678733905281,FALSE,"10.125927","21.805070","BraA06004443","AT2G02970","AT2G02970","GDA1/CD39 nucleoside phosphatase family protein","-","-"
"BraA07003298",1.94822847710883,3.65889556961979,20.8139066352206,0.000135651780784196,0.000348678733905281,FALSE," 6.656817","26.078438","BraA07003298","AT1G69570","AT1G69570","Dof-type zinc finger DNA-binding family protein","YES","-"
"BraA09006063",3.31660247474572,4.28720255926062,20.8136515905551,0.000135661281222106,0.000348678733905281,FALSE," 5.420982","54.739760","BraA09006063","AT1G18460","AT1G18460","alpha/beta-Hydrolases superfamily protein","-","-"
"BraA02000497",1.06356250285315,3.59767239271111,20.7405979877655,0.00013841260426761,0.000354996641872606,FALSE," 9.321636","19.463857","BraA02000497","AT5G13050","5-FCL","5-formyltetrahydrofolate cycloligase","-","-"
"BraA05003894",1.02243003478451,7.11787545691361,20.7165456001274,0.000139331710837463,0.000357063029726744,FALSE,"105.6516","214.6131","BraA05003894","AT3G12120","FAD2","fatty acid desaturase 2","-","-"
"BraA09000859",1.01955010393503,3.77030080056396,20.7146303319353,0.000139405183633562,0.000357193161385685,FALSE," 9.086018","18.561266","BraA09000859","AT5G63905","AT5G63905","transmembrane protein","-","-"
"BraA07002951",1.96613250920733,3.99348379484601,20.6937043607911,0.000140210693026941,0.000359081729294508,FALSE," 9.882076","38.882311","BraA07002951","AT1G67920","AT1G67920","hypothetical protein","-","-"
"BraA03003095",1.13858651820232,2.71116020959048,20.6917548904225,0.000140285992296014,0.000359216124733895,FALSE," 5.417795","11.908638","BraA03003095","AT2G25920","AT2G25920","pollen-specific LRR extensin-like protein","-","-"
"BraA09004029",1.46238018208971,3.11386677664745,20.667620102448,0.000141221867715053,0.000361436129729256,FALSE," 5.777311","16.106304","BraA09004029","AT1G25320","AT1G25320","Leucine-rich repeat protein kinase family protein","-","-"
"BraA01002975",1.12385556902723,3.29995853082411,20.6514817735501,0.000141851457181347,0.000362811494318231,FALSE," 7.850796","17.098429","BraA01002975","AT1G59580","MPK2","mitogen-activated protein kinase homolog 2","-","-"
"BraA01000807",1.14487083435446,4.79167253091426,20.645912080388,0.00014206945150159,0.000363251001727587,FALSE,"22.81858","50.13080","BraA01000807","AT4G30250","AT4G30250","P-loop containing nucleoside triphosphate hydrolases superfamily protein","-","-"
"BraA05003466",2.11546195624996,3.8574182393931,20.6283471204162,0.000142759326531742,0.000364837116351619,FALSE," 6.416430","28.479643","BraA05003466","AT3G16720","ATL2","TOXICOS EN LEVADURA 2","-","-"
"BraA08002374",1.14278229239631,4.83738393391286,20.5826086329273,0.000144572916676431,0.000369172243427485,FALSE,"25.68475","56.96126","BraA08002374","AT4G37260","MYB73","myb domain protein 73","YES","-"
"BraA03000560",1.20197967135946,4.42419538287358,20.5739384446544,0.000144919522134027,0.000369937281607134,FALSE,"15.40667","35.43639","BraA03000560","AT5G12310","AT5G12310","RING/U-box superfamily protein","-","-"
"BraA04002394",1.54766071542207,2.24451694220836,20.5478328367848,0.000145968615177092,0.000372434106481995,FALSE,"2.903942","8.607446","BraA04002394","AT2G32710","AT2G32710","Cyclin-dependent kinase inhibitor family protein","-","YES"
"BraA09001674",6.84531249205882,7.30141684319296,20.5462524985407,0.00014603238845601,0.000372536433435592,FALSE,"  6.661974","707.566277","BraA09001674","AT1G62510","AT1G62510","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein","-","-"
"BraA03002530",1.27255853277565,3.283232422423,20.5234353358164,0.000146956547098493,0.000374711817808244,FALSE," 6.371251","15.463472","BraA03002530","AT2G46030","UBC6","ubiquitin-conjugating enzyme 6","-","-"
"BraA10000787",1.29455936523572,2.73103294729638,20.5190932685968,0.00014713313338094,0.000374979844465026,FALSE," 4.590684","11.114260","BraA10000787","AT5G51830","AT5G51830","pfkB-like carbohydrate kinase family protein","-","-"
"BraA05003737",1.01210586668008,5.3491460842337,20.5123119291574,0.000147409384269399,0.000375600244564376,FALSE,"23.25376","47.10126","BraA05003737","AT3G13810","IDD11","indeterminate(ID)-domain 11","YES","-"
"BraA08003348",1.09431957363188,3.67420307351136,20.5029509600698,0.000147791649984577,0.000376404982754487,FALSE," 9.581720","20.305145","BraA08003348","AT1G72330","ALAAT2","alanine aminotransferase 2","-","-"
"BraA05004234",1.4270865597461,8.35670179248448,20.497291492627,0.000148023284380853,0.000376821364411228,FALSE,"193.7962","521.2139","BraA05004234","AT3G07700","AT3G07700","Protein kinase superfamily protein","-","-"
"BraA04002808",1.13990318229436,2.94742242590524,20.4906734933469,0.00014829465191179,0.000377451135364098,FALSE," 5.870710","12.877382","BraA04002808","AT2G39100","AT2G39100","RING/U-box superfamily protein","-","-"
"BraA10002484",3.08985977110263,3.4222342103809,20.4856191898398,0.000148502265902489,0.000377918458416359,FALSE," 2.307805","20.035038","BraA10002484","AT5G10930","CIPK5","CBL-interacting protein kinase 5","-","-"
"BraA09007017",1.65226964042628,2.95843634060578,20.4552599792518,0.000149756003095891,0.000380616742891866,FALSE," 5.743033","18.007736","BraA09007017","AT1G01880","AT1G01880","5'-3' exonuclease family protein","-","-"
"BraA02001800",1.34368410208018,2.65176570081472,20.3730330093136,0.000153209989030296,0.000388579637018508,FALSE," 4.538300","11.434085","BraA02001800","AT1G65080","AT1G65080","Membrane insertion protein, OxaA/YidC with tetratricopeptide repeat domain-containing protein","-","-"
"BraA03003781",3.02096206461167,5.37330400297005,20.364217191925,0.000153585421812468,0.000389469073518324,FALSE," 13.914452","113.451445","BraA03003781","AT3G12320","AT3G12320","hypothetical protein","-","-"
"BraA05002231",1.94278513835384,3.31893110341701,20.3462116302516,0.000154355328957465,0.000391295357994927,FALSE," 4.834409","18.561088","BraA05002231","AT1G35580","CINV1","cytosolic invertase 1","-","-"
"BraA07003187",1.47486589047367,2.84721710326232,20.2618821564704,0.000158017596620563,0.000399613909191462,FALSE," 4.746412","13.369467","BraA07003187","AT1G68220","AT1G68220","aerobic coproporphyrinogen-III oxidase (DUF1218)","-","-"
"BraA10002807",1.2349059666107,3.58162291277479,20.2485602176465,0.000158604751486888,0.000400905538526355,FALSE," 8.730249","20.250875","BraA10002807","AT5G07740","AT5G07740","actin binding protein","-","-"
"BraA07002563",1.81800972727046,1.60808843183606,20.2421906766774,0.000158886323887955,0.000401488318830696,FALSE,"1.6897736","5.8590286","BraA07002563","AT5G55230","MAP65-1","microtubule-associated proteins 65-1","-","-"
"BraA09000285",1.33267466021262,2.39222544907571,20.2312738767764,0.000159370180030261,0.000402517110666931,FALSE,"3.510180","8.965377","BraA09000285","AT4G03610","AT4G03610","Metallo-hydrolase/oxidoreductase superfamily protein","-","-"
"BraA07001435",1.35887490179441,2.48519371491278,20.2151188793268,0.000160089152127924,0.000404073645685298,FALSE," 3.997366","10.280395","BraA07001435","AT2G17905","#N/A","#N/A","-","-"
"BraA09002718",1.37815382216862,3.42447860354961,20.2068404943907,0.000160458947136877,0.000404942092020916,FALSE," 7.509362","19.570244","BraA09002718","AT4G11240","TOPP7","Calcineurin-like metallo-phosphoesterase superfamily protein","-","-"
"BraA06002105",1.88073656845555,5.96664060281973,20.190161775909,0.000161206813764759,0.000406568698711313,FALSE," 36.18598","133.73237","BraA06002105","AT1G19350","BES1","Brassinosteroid signaling positive regulator (BZR1) family protein","YES","YES"
"BraA07003467",1.35636628124164,3.37420700460183,20.1793393371554,0.000161694118176682,0.000407350486935744,FALSE," 6.963037","17.788359","BraA07003467","AT1G71430","AT1G71430","hypothetical protein","-","-"
"BraA05003640",1.16614764040193,5.0351107057988,20.1742090774864,0.000161925679991408,0.00040784324751624,FALSE,"22.54448","50.74778","BraA05003640","AT3G14830","AT3G14830","epstein-barr nuclear antigen","-","-"
"BraA02003601",3.86522373075766,2.09534010650505,20.1472141827277,0.000163150100959669,0.000410614421027372,FALSE," 0.8723979","13.7078515","BraA02003601","AT3G25890","CRF11","Integrase-type DNA-binding superfamily protein","YES","-"
"BraA05001799",2.36847522443649,2.1968886211574,20.1372048141135,0.000163606661106906,0.00041169560492017,FALSE," 2.009250","10.721271","BraA05001799","AT1G31280","AGO2","Argonaute family protein","-","-"
"BraA10002483",1.5253683547884,6.07479573257807,20.1366501560696,0.000163632001548957,0.00041169560492017,FALSE," 36.40633","104.87920","BraA10002483","AT5G10940","ASG2","transducin family protein / WD-40 repeat family protein","-","-"
"BraA10002306",1.11741873223206,4.32144319108857,20.1340672879389,0.00016375006034836,0.000411926793972062,FALSE,"14.72937","32.19935","BraA10002306","AT5G13310","AT5G13310","hypothetical protein","-","-"
"BraA09001960",1.00563471438718,3.82151399302473,20.1180542196743,0.000164484066400755,0.000413508897164651,FALSE,"12.146051","24.267128","BraA09001960","AT1G56423","AT1G56423","hypothetical protein","-","-"
